gyroX,gyroY,gyroZ,accX,accY,accZ,pitch,roll,yaw,type
-1017.82,-388.31,101.62,0.58,1.59,1.34,-33.05,117.9,-37.16,1
-1104.61,-385.93,122.92,0.42,1.53,1.18,-34.79,82.38,-54.02,1
-1173.65,-396,130.86,0.35,1.5,0.86,-44.77,46.16,-68.41,1
-1200.62,-425.17,126.71,0.21,1.27,0.64,-60.19,5.9,-74.53,1
-1203.74,-467.9,113.59,0.14,0.99,0.57,-74.12,-63.66,-47.9,1
-1195.98,-523.01,96.56,0.17,0.93,0.71,-65.37,-155.74,2.08,1
-1182.62,-564.51,86.67,0.38,1.05,0.86,-45.8,160.37,0.76,1
-1165.28,-583.13,74.1,0.62,1.16,0.82,-30.5,125.69,-16.04,1
-1125.31,-590.39,29.66,0.45,1.5,0.67,-23.35,92.06,-38.39,1
-1102.36,-593.99,-6.35,0.33,1.69,0.45,-27.68,59.99,-62.29,1
-1093.26,-607.48,-27.53,0.1,1.86,0.21,-42.05,31.74,-84.01,1
-1089.72,-628.05,-51.03,-0.08,1.96,-0.17,-63.57,6.71,-102.67,1
-1082.52,-666.08,-81.12,-0.23,2.11,-0.62,-89.05,-165.08,28.86,1
-1074.04,-718.69,-119.63,-0.25,2.22,-0.97,-59.53,145.05,37.81,1
-1065.55,-796.26,-188.72,-0.01,2.4,-1.15,-31.77,120.69,14.97,1
-1058.47,-840.15,-246.58,0.12,2.55,-1.15,-12.62,91.34,-14.23,1
-1045.29,-848.75,-287.84,0.13,2.44,-0.73,-9.66,58.73,-47.69,1
-1010.13,-819.34,-313.72,-0.03,2.95,-0.38,-22.68,30.12,-78.37,1
-990.91,-773.74,-331.54,-0.35,3.63,-0.21,-44.93,8.83,-104.66,1
-983.64,-719.24,-338.75,-0.94,4.53,-0.12,-69.94,-2.39,-133.8,1
-985.23,-642.88,-355.9,-0.83,5.58,-0.08,-80.73,93.9,91.38,1
-992.13,-552.37,-397.83,-0.63,6.72,-0.3,-58.47,103.3,41.75,1
-1002.5,-482.85,-459.11,-0.66,7.91,-0.95,-37.1,82.99,17.29,1
-1010.56,-438.29,-560.36,-0.68,7.94,-2.14,-18.41,57.76,-9.65,1
-999.08,-436.1,-693.42,-0.51,7.94,-3.33,-9.53,30.66,-43.84,1
-921.33,-482.48,-884.77,0.42,7.94,-4.74,-15.89,8.21,-85.21,1
-825.13,-519.17,-1035.4,1.48,7.94,-4.93,-32.9,-0.13,-130.59,1
-731.14,-467.9,-1084.47,2.64,7.94,-4.69,-44.67,13.19,-186.66,1
-591,-332.09,-1085.33,3.47,7.94,-4.15,-35.75,33.06,118.58,1
-330.99,-47.18,-1004.76,3.75,7.94,-3.8,-12.52,38.77,85.03,1
-105.77,189.7,-913.15,3.71,7.94,-3.69,16.54,39.04,64.49,1
148.32,385.74,-837.4,3.93,7.94,-3.09,50.52,47.34,53.4,1
504.09,585.08,-795.78,4.14,7.94,-2.51,82.16,136.88,118.03,1
852.78,698.24,-788.02,3.85,7.94,-0.87,49.16,-127.95,-180.49,1
1124.94,756.29,-771.91,3.87,7.94,0.61,14.38,-93.32,160.08,1
1393.37,826.6,-746.4,4.08,7.94,1.99,1.01,-43.43,123.37,1
1648.86,927.86,-695.8,4.09,7.94,3.08,25.54,12.8,92.88,1
1884.64,1032.84,-618.29,3.54,7.94,4.38,58.48,101.02,118.57,1
1984.31,1193.05,-488.28,4.41,7.94,5.02,30.06,-159.28,159.78,1
1984.31,1291.93,-378.78,3.98,7.94,7.94,-3.84,-97.42,130.4,1
1984.31,1627.44,-49.07,7.18,7.94,7.94,20.8,-35.23,81.48,1
1984.31,1984.31,386.17,7.94,7.94,7.94,73.73,77.97,132.49,1
1975.1,1984.31,728.09,7.58,7.94,7.94,11.6,171.67,-185.23,1
1065.37,1984.31,1179.26,-6.15,7.94,7.14,-50.14,-152.83,117.86,1
-345.58,1984.31,1413.21,-8,7.94,-1.74,-37.15,-86.1,5.21,1
-1051.33,906.8,920.59,-8,7.94,-2.58,-14.65,-120.07,-16.01,1
-1091.31,-639.22,354.55,-8,5.52,-4.54,25.77,-151.81,21.38,1
-755.98,-1863.04,-208.01,-6.39,4.27,-5.71,60.62,-94.31,117.21,1
-324.58,-2000,-586.79,2.39,7.94,-2.73,9.37,-50.32,-171.52,1
-62.68,-2000,-728.64,7.05,7.94,4.37,-48.29,-69.69,-120.69,1
-31.74,-1600.65,-450.07,7.94,7.94,7.94,-52.54,-139.29,-37.42,1
-19.96,-695.43,-246.4,5.29,4.07,7.94,-43.81,-155.69,-14.25,1
143.86,-61.77,-100.22,-1.78,-0.21,4.39,-48.32,-139.2,-16.4,1
624.33,146.91,-41.02,-3.9,1.04,3.14,-52.07,-100.16,-21.85,1
1112.85,72.27,-12.02,-0.22,2.39,5.24,-51.07,-46.3,-28.55,1
1321.04,99.73,35.34,0.95,5.3,7.21,-43.85,6.82,-29.93,1
1310.42,216.98,101.87,-1.13,7.94,7.94,-36.85,48.63,-20.5,1
1076.05,214.97,146.91,-2.89,7.94,7.94,-37.66,78.73,-8.38,1
768.92,95.89,196.29,-3.43,7.94,7.94,-44.39,101.89,-5.04,1
508.67,-86.3,226.99,-2.69,5.98,7.94,-49.77,126,-15.88,1
343.69,-242.86,229.13,-1.27,4.17,7.94,-46.95,150.63,-35.6,1
256.23,-325.87,215.03,-0.19,2.61,7.94,-38.45,169.32,-51.07,1
211.24,-327.21,214.05,0.29,1.82,7.91,-27.84,-176.99,-62.05,1
201.42,-294.31,241.94,0.21,1.9,7.37,-16.9,-165.95,-71.75,1
188.42,-239.56,299.93,-0.42,2.33,6.3,-5.15,-156.9,-81.76,1
186.71,-208.98,342.53,-0.79,2.42,5.9,8.47,-149.58,-90.89,1
192.32,-192.57,378.36,-0.99,2.53,5.71,23.79,-144.15,-99.95,1
194.89,-185.3,393.92,-1.22,2.68,5.51,40.42,-140.88,-109.07,1
195.98,-191.89,387.63,-1.67,2.51,5.4,57.79,-140.08,-118.82,1
193.05,-208.07,365.97,-1.81,2.29,5.28,75.03,-145.66,-133.52,1
184.69,-226.68,338.44,-1.85,2.14,5.06,84.01,91.37,97.93,1
162.66,-248.35,297.61,-1.78,1.81,4.68,69.32,58.19,56.77,1
139.65,-259.83,275.15,-1.51,1.39,4.36,53.52,55.49,48.09,1
130.55,-251.04,270.39,-1.32,1.1,4.21,38.39,56.26,43.28,1
124.08,-229.8,269.41,-1.1,0.83,4.08,24.17,58.46,40.37,1
123.9,-193.91,280.15,-0.95,0.6,3.95,10.68,61.48,39.12,1
125.85,-151.06,300.29,-0.8,0.56,3.84,-2.41,64.75,39.38,1
125.49,-112.85,314.09,-0.71,0.5,3.73,-15.3,67.51,41.43,1
121.46,-78.37,337.1,-0.9,0.51,3.66,-28.14,69.27,44.41,1
111.57,-71.41,347.53,-1.12,0.49,3.55,-41.14,69.4,48.03,1
83.13,-84.41,355.16,-1.29,0.45,3.41,-54.23,67.62,52.41,1
56.4,-107.06,356.08,-1.37,0.47,3.33,-67.38,63.39,57.54,1
26.79,-135.07,343.99,-1.29,0.62,3.27,-79.59,49.85,70.72,1
-12.94,-162.41,315.25,-1.13,0.68,3.19,-83.82,-68.59,-169.18,1
-41.5,-173.95,287.23,-1,0.63,3.03,-74.48,-104.81,-136.2,1
-67.5,-188.11,250,-0.89,0.54,2.8,-63.99,-113.23,-130.1,1
-78.25,-196.66,226.26,-0.78,0.48,2.56,-53.88,-119,-126.45,1
-81.3,-203.67,201.66,-0.68,0.42,2.4,-43.78,-123.11,-124.04,1
-76.17,-208.74,187.87,-0.57,0.42,2.28,-33.72,-126.05,-122.07,1
-66.59,-208.56,183.96,-0.46,0.42,2.19,-23.56,-127.88,-120.53,1
-54.02,-205.81,181.76,-0.38,0.44,2.12,-13.19,-128.68,-119.44,1
-39.37,-197.69,185.85,-0.33,0.44,2.04,-2.65,-128.57,-118.49,1
-17.4,-187.99,192.02,-0.28,0.44,2,8.22,-127.62,-117.64,1
-3.17,-175.66,204.96,-0.25,0.49,1.87,19.49,-126.06,-116.91,1
3.85,-167.3,211.85,-0.22,0.62,1.82,31.01,-124.28,-116.08,1
8.42,-151.67,219.54,-0.16,0.81,1.85,42.58,-122.51,-115.35,1
2.69,-128.6,223.33,-0.01,0.98,1.85,53.94,-121.79,-115.37,1
-13.85,-98.63,223.88,0.09,1.15,1.88,64.65,-123.8,-117.48,1
-38.7,-63.48,213.2,0.25,1.22,1.86,73.99,-133.84,-126.62,1
-68.3,-23.01,202.15,0.4,1.25,1.72,78.36,-168.24,-157.08,1
-121.7,36.99,162.78,0.19,0.86,1.3,77.34,148.29,164.55,1
-126.34,46.63,148.68,0.06,0.7,1.16,72.94,123.59,144.73,1
-118.35,46.14,130.13,-0.05,0.55,1.03,67.85,109.82,135.62,1
-104.55,36.99,117,-0.03,0.47,0.96,62.87,100.5,130.64,1
-88.2,28.26,108.76,0.05,0.4,0.89,57.98,93.56,127.54,1
-69.27,20.57,101.38,0.12,0.34,0.88,53.25,88.18,125.47,1
-51.88,15.99,94.06,0.2,0.29,0.85,48.68,84.36,124.22,1
-31.68,16.91,88.87,0.27,0.24,0.79,44.27,82.05,123.8,1
-14.1,23.93,87.71,0.28,0.28,0.75,39.81,80.64,124.2,1
-6.04,28.99,86,0.27,0.33,0.78,35.5,79.76,125.24,1
-2.69,40.65,82.46,0.34,0.38,0.78,31.4,79.22,126.96,1
-5.49,51.88,69.64,0.43,0.42,0.74,27.67,78.56,128.98,1
-12.57,58.04,58.72,0.43,0.43,0.76,24.81,77.42,131.38,1
-28.69,69.58,37.48,0.44,0.4,0.76,22.71,75.71,134.1,1
-40.34,77.45,22.58,0.44,0.29,0.76,21.45,73.43,136.95,1
-50.42,83.68,10.8,0.36,0.13,0.75,21.2,70.44,139.73,1
-57.74,86.91,0.24,0.23,-0.06,0.74,21.89,67.06,142.32,1
-60,86.49,-9.46,0.16,-0.16,0.74,23.12,63.53,144.71,1
-58.59,86.61,-14.89,0.13,-0.26,0.72,24.9,60.02,146.82,1
-57.86,87.77,-18.19,0.13,-0.33,0.69,27,56.56,148.64,1
-68.3,-10.25,-60.42,-0.48,1.37,0.52,28.82,-55.96,164.91,1
-65.25,-29.85,-62.87,-0.48,1.34,0.52,26.32,-55.91,166.3,1
-53.89,-59.63,-71.59,-0.32,1.4,0.62,23.34,-55.75,167.87,1
-57.68,-72.08,-74.83,-0.38,1.45,0.62,20.08,-55.81,169.6,1
-65.12,-85.39,-80.44,-0.43,1.49,0.62,16.31,-56.27,-188.43,1
-73.18,-96.5,-82.15,-0.36,1.5,0.66,12.1,-57.15,-186.3,1
-87.16,-107.67,-86.67,-0.34,1.51,0.67,7.49,-58.56,-183.95,1
-100.04,-121.34,-89.6,-0.36,1.49,0.72,2.57,-60.59,-181.25,1
-113.1,-135.31,-93.38,-0.37,1.54,0.76,-2.83,-63.36,-178.04,1
-119.02,-146.97,-97.05,-0.32,1.54,0.8,-8.45,-66.77,-174.29,1
-125,-155.94,-98.21,-0.25,1.58,0.86,-14.35,-71.02,-169.89,1
-131.04,-163.39,-101.81,-0.2,1.64,0.86,-20.4,-76.43,-164.75,1
-141.97,-169.74,-102.42,-0.16,1.64,0.91,-26.11,-83.23,-158.7,1
-148.01,-170.35,-102.97,-0.05,1.66,1,-31.34,-91.3,-151.86,1
-150.82,-166.99,-106.02,0,1.68,1.02,-35.87,-100.69,-144.12,1
-152.71,-161.74,-104.31,-0.01,1.75,1.1,-39.29,-111.53,-135.39,1
-158.2,-155.94,-103.09,0,1.81,1.11,-41.49,-123.79,-126.12,1
-169.62,-145.02,-98.63,0.03,1.9,1.1,-42.23,-137.37,-116.49,1
-181.15,-140.93,-98.82,0.02,1.95,1.07,-41.44,-151.89,-107.01,1
-198.61,-136.11,-98.33,0.01,1.96,1.09,-38.99,-166.57,-98.56,1
-212.83,-132.02,-95.21,0.02,1.95,1.12,-35.01,179.25,-91.64,1
-223.14,-134.28,-93.69,0.04,1.97,1.17,-29.77,165.88,-86.63,1
-228.82,-135.31,-93.38,0.06,1.99,1.23,-23.84,153.06,-83.66,1
-245.12,-133.97,-89.48,0.16,2.05,1.43,-17.74,140.73,-82.66,1
-255.55,-130.74,-84.35,0.19,1.99,1.48,-12.04,128.33,-83.2,1
-260.8,-119.38,-83.13,0.19,2.08,1.39,-6.76,116.05,-84.97,1
-265.44,-118.41,-80.08,0.11,2.11,1.4,-2.21,103.51,-88.24,1
-275.39,-122.25,-74.34,0.18,2.15,1.43,1.09,90.56,-92.7,1
-292.3,-127.38,-68.85,0.14,2.36,1.41,3.13,77.12,-98.12,1
-323.55,-135.31,-74.65,0.07,2.36,1.28,3.89,62.58,-104.7,1
-353.33,-158.75,-76.84,0.05,2.23,1.31,2.42,47.69,-111.77,1
-369.93,-178.71,-74.71,0.15,2.21,1.34,-1.74,32.99,-118.86,1
-391.05,-210.39,-72.88,0.16,2.22,1.37,-8.62,18.54,-125.04,1
-408.2,-229.68,-61.52,0.18,2.13,1.34,-17.5,4.27,-129.26,1
-432.07,-260.25,-45.59,0.23,2.09,1.26,-28.01,-10.65,-131.03,1
-447.88,-285.89,-32.9,0.26,2.08,1.23,-39.4,-28.03,-128.85,1
-464.97,-312.07,-15.93,0.31,1.99,1.18,-49.87,-51.26,-119.82,1
-479.8,-340.15,2.62,0.42,1.91,1.16,-55.94,-84.5,-100.62,1
-500.18,-362.06,24.96,0.54,1.92,1.18,-53.23,-123,-77.38,1
-576.23,-407.1,64.76,0.68,1.92,1.03,-41.18,-156.33,-64.15,1
-626.4,-425.23,82.95,0.73,1.74,0.99,-25.45,176.4,-63.73,1
-682.25,-439.88,106.08,0.69,1.4,0.96,-11.33,149.54,-72.83,1
-755,-457.89,145.87,0.53,1.04,1.02,-4.05,119.1,-89.47,1
-820.01,-475.65,179.2,0.62,0.72,1.11,-8.26,86.63,-108.31,1
-856.81,-468.51,207.64,0.84,0.39,1.24,-22.66,55.31,-122.16,1
-894.04,-441.47,231.38,0.89,0.25,1.26,-41.35,20.1,-124.48,1
-932.68,-414.67,245.54,0.83,0.15,1.06,-55.69,-29.23,-108.16,1
-966.55,-398.74,253.54,0.72,0.28,0.84,-55.28,-91.11,-78.32,1
-994.87,-405.7,250.12,0.4,0.42,0.53,-42.13,-140.4,-63.38,1
-1011.23,-437.07,228.64,0.29,0.32,0.35,-25.48,-178.46,-64.82,1
-1009.16,-474.06,202.51,0.34,0.27,0.37,-11.36,145.18,-76.47,1
-1010.68,-534.73,138.06,0.5,0.8,0.4,-3.17,106.84,-94.72,1
-1019.41,-562.44,78.12,0.38,0.91,0.09,-7.22,68.78,-115.56,1
-1028.32,-586.73,49.93,0.11,1.16,-0.21,-22.19,34.85,-132.65,1
-1035.77,-622.68,1.83,0.21,1.43,-0.6,-44.77,2.78,-143.09,1
-1038.57,-655.03,-44.86,0.23,1.7,-0.9,-70.77,-44.59,-133.17,1
-1038.7,-703.25,-118.41,0.19,1.86,-1.25,-68.4,-171.76,-41.76,1
-1023.99,-746.58,-192.08,0.16,2.08,-1.3,-38.52,145.05,-37.64,1
-994.51,-746.52,-237.92,0.35,2.1,-1,-12.89,113.52,-53.97,1
-959.05,-713.62,-274.96,0.22,3.04,-0.66,1.71,79.26,-78.27,1
-932.07,-678.28,-311.22,-0.47,3.75,-0.64,0.91,43.64,-105.73,1
-916.75,-636.05,-338.38,-0.5,4.4,-0.55,-12.55,12.2,-127.75,1
-910.71,-545.35,-354.37,-0.33,5.18,-0.34,-32.65,-15.38,-142.37,1
-916.81,-469.91,-377.38,-0.44,5.95,-0.45,-54.33,-42.85,-151.7,1
-921.94,-361.76,-445.56,-0.75,7.11,-1.13,-77.34,-85.19,-143.63,1
-909.24,-307.13,-526.06,-0.83,7.57,-1.89,-71.71,123.9,-25.54,1
-872.44,-284,-612.24,-0.16,7.94,-2.28,-42.39,92.85,-27.8,1
-806.58,-239.56,-744.63,0.83,7.94,-2.5,-12.52,70.32,-41.69,1
-698.43,-156.98,-848.88,1.67,7.94,-2.87,14.44,46.51,-62.99,1
-540.1,-52.92,-921.88,2.51,7.94,-3.25,35.65,19.76,-94.29,1
-310.79,88.13,-934.45,3.39,7.94,-3.36,43.88,-15.07,-139.06,1
51.21,304.02,-882.51,3.95,7.94,-3.41,40.1,-41.6,-186.65,1
296.14,441.16,-818.48,3.99,7.94,-3.28,30.88,-50.83,131.31,1
574.71,558.04,-745.85,4.04,7.94,-2.28,28.35,-40.48,91.71,1
955.02,683.9,-648.25,4.47,7.94,-1.07,39.2,-21.43,52.61,1
1253.54,777.22,-582.95,4.27,7.94,-0.06,63.6,-0.34,14.61,1
1568.79,850.16,-520.57,3.88,7.94,1.69,82.43,-138.79,-188.4,1
1977.97,917.11,-459.72,3.34,7.94,3.26,53.78,-113.11,127.23,1
1984.31,953.92,-421.14,4.41,7.94,6.2,39.16,-75.92,83.97,1
1984.31,1102.72,-187.56,6,7.94,7.94,57.69,-50.53,26.94,1
1984.31,1654.85,206.05,7.94,7.94,7.94,67.11,-151.35,-144.81,1
1984.31,1984.31,623.11,7.94,7.94,7.94,23.3,-146.26,136.73,1
1751.4,1984.31,1171.39,3.2,7.94,7.94,11.09,-116.16,61.87,1
930.36,1984.31,1404.72,-6.21,7.94,7.94,17.19,-133.36,-23.23,1
-479.61,1734.44,1447.63,-8,7.94,1.57,2.2,179.47,-75.99,1
-1064.94,512.51,976.81,-8,6.6,-1.68,10.34,134.59,-103.71,1
-892.88,-1268.8,307.62,-8,0.07,-2.38,26.59,83.78,-162.64,1
-504.82,-2000,-107.85,1.8,5.4,1.79,1.25,48.41,129.28,1
-235.53,-2000,-334.84,4.84,6.09,6.31,-34.16,60.82,65.63,1
-217.1,-1465.33,-102.17,3.68,4.9,7.94,-47.08,88.04,10.1,1
-196.41,-119.69,288.09,-4.63,0.91,3.35,-55.76,84.93,10.23,1
127.26,-102.6,180.18,-5.99,2.99,0.75,-57.47,103.63,-1.77,1
393.49,-316.28,-58.35,-4.94,3.18,2.25,-44.56,133.26,-16.48,1
587.1,-468.38,-248.23,-2.58,3.81,5.03,-22.29,156.82,-15.5,1
656.49,-466.67,-347.84,-1.12,4.81,6.88,-2.53,177.34,-4.9,1
554.81,-449.16,-353.09,-0.96,5.35,6.9,13.67,-162.27,10.93,1
431.03,-499.63,-331.05,-0.24,5.01,6.17,25.5,-139.31,33.23,1
297,-563.54,-244.45,3.1,1.63,6.55,31.43,-114.32,58.86,1
283.14,-469.3,-127.81,3.39,0.66,7.09,33.46,-91.94,76.9,1
263,-257.08,90.88,2.32,0.7,6.82,37.65,-72.81,89.13,1
233.83,-122.13,242.07,0.57,1.34,5.8,47.36,-53.82,102.01,1
190.12,-52.19,365.23,-1.11,1.85,4.83,54.96,-27.06,125.59,1
157.71,-110.72,365.11,-1.93,1.97,4.36,51.72,1.47,152.37,1
142.94,-194.95,305.79,-2.13,1.96,4.19,40.08,18.1,166.83,1
146.18,-317.75,180.91,-1.74,1.47,4.01,24.63,23.85,165.98,1
164.49,-364.56,84.11,-1.49,1.28,3.9,10.15,29.11,161.7,1
183.29,-365.42,47.18,-1.28,1.11,3.67,-2.26,35.96,154.85,1
205.63,-352.42,23.5,-1.08,0.97,3.67,-12.47,44.74,147.05,1
223.21,-310.61,38.02,-0.88,0.77,3.73,-20.51,54.74,139.26,1
232.85,-254.94,60.67,-0.66,0.57,3.74,-26.72,65.28,132.63,1
248.35,-194.95,85.82,-0.62,0.46,3.67,-31.73,76.18,127.46,1
264.83,-149.84,103.64,-1,0.65,3.45,-35.7,87.7,124.01,1
286.93,-116.76,104.31,-1.14,0.84,3.34,-38.48,100.37,119.3,1
289.55,-129.7,87.52,-1.21,0.87,3.26,-38.96,114.28,112.82,1
284.97,-164.06,58.11,-1.18,0.79,3.19,-36.44,128.46,105.47,1
276.92,-198.61,29.54,-0.96,0.63,3.28,-31.68,141.38,99.08,1
260.74,-211.24,18.01,-0.65,0.46,3.4,-25.71,152.38,94.08,1
241.94,-207.52,19.41,-0.47,0.41,3.5,-19.21,161.99,90.42,1
218.57,-188.23,26.12,-0.31,0.39,3.46,-12.99,170.3,87.79,1
192.87,-169.37,34.55,-0.22,0.37,3.35,-7.15,177.5,85.58,1
150.94,-130.98,69.34,-0.18,0.37,3.04,-2.28,-176.99,82.35,1
134.95,-122.68,89.17,-0.25,0.4,2.9,2.91,-172.04,78.79,1
122.92,-115.17,111.08,-0.28,0.43,2.73,8.57,-167.74,74.92,1
112.55,-114.44,125.43,-0.36,0.43,2.6,14.96,-164.06,71.01,1
106.87,-120.42,130.43,-0.4,0.4,2.49,22.09,-160.68,67.44,1
106.87,-124.27,129.82,-0.42,0.39,2.36,29.95,-157.15,64.51,1
116.94,-135.31,120.06,-0.3,0.43,2.26,38.1,-152.91,62.64,1
126.4,-136.17,110.29,-0.16,0.48,2.23,46.25,-147.81,61.88,1
129.21,-131.29,101.14,-0.04,0.55,2.22,54.32,-141.77,62.39,1
121.52,-124.82,101.62,-0.02,0.51,2.27,62.08,-135.21,63.95,1
105.77,-102.6,112.49,0.11,0.49,2.31,69.44,-129.74,64.99,1
84.41,-73.73,131.84,0.18,0.44,2.36,76.58,-127.97,62.93,1
65.73,-39.86,153.69,0.07,0.39,2.29,82.85,-140.91,46.62,1
52.19,-18.25,165.41,-0.11,0.38,2.1,83.88,109.36,-61.53,1
47,-14.83,164.37,-0.26,0.47,1.84,78.57,81.05,-93.31,1
48.46,-33.69,142.09,-0.28,0.52,1.64,72.52,72.5,-104.26,1
55.11,-60.79,109.13,-0.24,0.54,1.5,66.97,65.34,-114.06,1
65.49,-95.03,65.98,-0.07,0.54,1.29,61.64,58.98,-123.52,1
72.57,-117.31,35.4,0.1,0.26,1.33,56.84,51.88,-134.37,1
81.05,-135.38,0.79,0.24,-0.1,1.42,52.34,46.02,-144.56,1
94.54,-129.64,-16.36,0.47,-0.43,1.46,48.3,42.66,-152.79,1
113.53,-107.54,-14.59,0.51,-0.68,1.46,44.71,41.65,-159.05,1
129.21,-81.18,-2.44,0.53,-0.71,1.43,41.42,42.41,-163.62,1
134.7,-57.37,9.64,0.6,-0.59,1.29,38.49,44.79,-165.93,1
125.61,-21.48,32.78,0.61,-0.44,1.15,35.88,47.95,-166.12,1
113.71,1.53,44.31,0.58,-0.4,0.98,33.42,51.05,-165.74,1
100.04,18.19,53.71,0.52,-0.37,0.78,31.05,53.94,-164.68,1
91.8,22.4,56.34,0.42,-0.34,0.6,28.57,56.49,-163.53,1
88.81,19.47,53.83,0.4,-0.3,0.51,25.96,58.88,-162.66,1
92.77,12.45,46.08,0.38,-0.28,0.38,23.45,61.24,-162.35,1
-26.49,-62.93,-39.98,-0.32,1.57,0.65,-21.55,-46.87,164.56,1
-42.11,-65.73,-41.2,-0.35,1.52,0.64,-24.49,-46.89,164.64,1
-57.37,-73.55,-42.97,-0.36,1.48,0.62,-27.67,-47.64,164.89,1
-71.53,-83.25,-43.7,-0.38,1.51,0.65,-31.25,-49.16,165.45,1
-83.44,-90.39,-43.09,-0.39,1.55,0.65,-35.18,-51.49,166.43,1
-94.48,-107.67,-50.17,-0.4,1.59,0.68,-39.8,-55,168.21,1
-103.76,-122.56,-49.93,-0.44,1.61,0.71,-44.65,-59.65,171,1
-108.89,-136.72,-52.61,-0.47,1.62,0.75,-49.72,-65.98,-184.69,1
-114.81,-159.61,-60.24,-0.45,1.67,0.8,-54.99,-74.91,-177.92,1
-119.69,-170.9,-63.54,-0.44,1.75,0.86,-59.72,-87.74,-167.57,1
-129.7,-179.08,-64.45,-0.44,1.88,0.93,-63.11,-105.39,-152.95,1
-140.01,-194.09,-75.2,-0.44,1.93,0.97,-64.07,-128.19,-133.88,1
-156.74,-204.96,-83.19,-0.44,2,1.03,-61.56,-151.99,-114.8,1
-167.42,-204.22,-83.98,-0.41,2.08,1.11,-56.09,-171.7,-100.7,1
-177.43,-204.1,-88.32,-0.3,2.13,1.11,-48.66,172.94,-91.9,1
-190.19,-207.21,-92.35,-0.29,2.21,1.15,-40.12,160.46,-87.33,1
-206.36,-205.02,-92.65,-0.31,2.32,1.16,-31.23,149.3,-85.7,1
-224.79,-200.5,-92.16,-0.34,2.35,1.16,-22.35,138.16,-86.32,1
-251.1,-201.78,-95.46,-0.3,2.46,1.13,-13.47,126.44,-89.04,1
-279.11,-205.51,-100.1,-0.26,2.56,1.17,-5.43,113.85,-93.72,1
-299.07,-207.95,-104.31,-0.21,2.64,1.22,1.23,100.15,-100.23,1
-322.94,-212.28,-106.02,-0.22,2.7,1.28,6.11,84.81,-108.66,1
-352.23,-215.7,-108.89,-0.21,2.8,1.29,8.33,68.52,-118.24,1
-376.65,-218.93,-109.07,-0.18,2.85,1.29,7.54,51.81,-128.12,1
-398.56,-229.19,-111.88,-0.11,2.9,1.33,3.76,35.32,-137.69,1
-418.7,-239.69,-114.26,-0.09,2.94,1.42,-2.7,19.45,-145.95,1
-439.82,-244.69,-111.08,-0.05,3.05,1.49,-11.29,4.11,-152.36,1
-460.08,-253.36,-107.85,-0.03,3.13,1.51,-21.49,-11.32,-156.47,1
-482.18,-263.43,-100.34,0.11,3.19,1.59,-32.72,-28.65,-157.27,1
-514.77,-273.56,-89.48,0.22,3.2,1.49,-43.46,-49.95,-153.29,1
-541.02,-287.41,-81.6,0.23,3.19,1.4,-52.17,-80.14,-140.75,1
-584.23,-309.33,-54.93,0.26,3.08,1.24,-53.38,-120.68,-119.36,1
-620.85,-340.64,-34.91,0.29,2.9,1.17,-44.64,-158.68,-103.21,1
-670.47,-379.52,9.03,0.31,2.77,1.13,-30.65,171.58,-100.33,1
-706.18,-409.42,34,0.34,2.58,1.17,-16.61,144.42,-107.24,1
-743.84,-428.89,63.17,0.44,2.33,1.34,-8.28,115.86,-121.33,1
-785.03,-435.67,100.83,0.73,2,1.65,-9.94,85.52,-138.2,1
-834.84,-426.15,145.94,0.8,2.02,1.86,-21.65,53.96,-150.85,1
-907.04,-391.85,190.25,0.89,2.14,1.9,-37.53,19.45,-153.81,1
-984.74,-353.58,215.52,0.98,2.19,1.8,-49.73,-26.26,-142.47,1
-1052.43,-323,226.2,0.89,2.16,1.65,-50.45,-82.62,-122.01,1
-1113.16,-303.71,229.19,0.72,2,1.5,-40.77,-133.17,-111.12,1
-1179.44,-305.42,228.52,0.49,1.89,1.29,-28.39,-177.07,-113.66,1
-1214.9,-317.75,233.58,0.26,1.87,0.99,-19.83,139.97,-125.39,1
-1237.12,-360.05,224.55,0.08,1.7,0.77,-19.93,96.95,-141.59,1
-1244.93,-419.25,203.98,0.07,1.63,0.74,-30.16,55.31,-156.53,1
-1247.8,-481.93,175.66,0.15,1.8,0.69,-48.29,14.25,-165.6,1
-1257.02,-562.26,118.16,0.3,2.32,0.47,-68.1,-44.73,-150.97,1
-1281.07,-617.55,77.7,0.28,2.76,0.04,-64.86,-147.97,-91.47,1
-1307.19,-690.25,5.86,0.38,2.74,-0.5,-39.62,156.59,-84.88,1
-1323.79,-739.99,-40.34,0.35,2.83,-0.73,-17.17,114.83,-103.47,1
-1330.02,-781.74,-89.66,0.43,2.95,-0.9,-10.63,71.94,-132.67,1
-1329.96,-821.84,-143.86,0.5,3.12,-0.97,-24.43,32.1,-161.22,1
-1323.18,-830.63,-180.91,0.5,3.24,-1.08,-52.04,-2.83,-180.94,1
-1286.87,-828.61,-229.49,0.2,2.99,-0.86,-82.13,-78.69,-150.02,1
-1235.35,-814.94,-245.36,-0.26,3.63,-0.57,-59.39,151.75,-64.3,1
-1183.11,-753.66,-235.53,-0.33,4.37,-0.33,-32.87,118.59,-80.72,1
-1146.85,-679.93,-239.14,-0.44,4.93,-0.03,-17.86,84.78,-104.31,1
-1122.92,-588.75,-250.12,-0.97,6.35,0,-15.4,49.06,-126.83,1
