gyroX,gyroY,gyroZ,accX,accY,accZ,pitch,roll,yaw,type
-1100.71,-447.14,-299.74,-1.28,7.83,-0.64,-21.64,14.93,-146.86,1
-1092.22,-368.47,-386.11,-1.66,7.94,-1.74,-34.8,-15.64,-165.8,1
-1078.92,-348.33,-540.65,-1.56,7.94,-2.98,-58.24,-36.39,169.53,1
-1019.17,-386.29,-803.77,-0.82,7.94,-4.05,-82.41,54.27,38.98,1
-951.66,-443.24,-1068.54,1.57,7.94,-5.18,-41.02,84.29,-28.68,1
-826.9,-404.05,-1214.84,2.79,7.94,-4.88,-0.02,64.85,-55.91,1
-682.19,-278.5,-1237.24,3.63,7.94,-4.58,31.16,34.95,-89.65,1
-484.44,-66.28,-1178.41,3.95,7.94,-4.52,44.92,-8.92,-139.92,1
-164.49,258.54,-1054.32,4.08,7.94,-4.7,37.36,-47.77,166.34,1
116.33,466.98,-1001.1,4.31,7.94,-4.56,18.25,-60.02,123.14,1
423.16,616.27,-981.08,4.2,7.94,-3.72,2.44,-46.68,81.19,1
761.54,710.63,-984.8,4.26,7.94,-2.07,6.24,-15.01,36.57,1
1131.59,784.85,-989.62,4.6,7.94,0.39,35.92,20.53,1.68,1
1497.86,885.5,-964.11,4.79,7.94,1.57,76.75,93.13,16.91,1
1807.56,980.53,-906.74,4.73,7.94,3.35,47.8,-124.78,95.94,1
1984.31,1176.7,-654.6,5,7.94,7.94,20.87,-78.42,57.14,1
1984.31,1367,-505.13,7.94,7.94,7.94,40.6,-38.64,1.78,1
1984.31,1791.5,-175.6,7.94,7.94,7.94,80.8,-136.97,-167.8,1
1984.31,1984.31,471.68,7.94,7.94,7.94,27.71,-161.7,92.94,1
1984.31,1984.31,1105.65,7.94,7.94,7.94,3.89,-121.79,21.02,1
1492,1984.31,1514.22,3.47,7.94,7.82,23.95,-112.14,-60.45,1
208.68,1955.57,1452.03,-8,7.94,1.57,22.81,-152.36,-139.05,1
-678.89,37.23,916.56,-8,7.94,0.82,58.46,149.35,-175.73,1
-680.66,-1897.03,388.12,-4.67,5.04,2,36.13,27.54,71.28,1
-421.08,-2000,215.27,7.94,4.67,7.94,-31.8,13.56,56.9,1
-245.67,-1510.19,387.57,6.22,7.05,7.94,-78.51,-30.58,96.86,1
-213.81,-732.97,563.48,-0.28,6.87,7.94,-59.14,-95.55,156.46,1
-208.19,-185,688.84,-5.47,6.53,5.82,-33.53,-100.02,154.03,1
-81.6,-114.5,571.17,-8,5.52,2.75,-11.75,-101.95,156.98,1
95.21,-309.81,351.99,-6.53,4.96,3.35,2.49,-96.07,169.52,1
300.11,-449.46,61.71,-4.24,3.82,6.07,3.45,-80.04,-173.02,1
403.32,-376.16,-100.28,-3.19,3.82,7.06,-5.06,-62.03,-161.16,1
394.65,-335.82,-188.54,-3.65,4.74,6.81,-19.12,-46.03,-155.39,1
340.94,-383.18,-297.91,-3.47,4.45,6.08,-40.69,-32.48,-155.46,1
264.65,-493.41,-376.77,-1.64,3.39,5.67,-65.98,-12.3,-167.48,1
183.11,-610.78,-414.49,0.1,2.47,5.6,-76.76,87.86,96.56,1
147.71,-601.07,-382.93,1.66,1.98,5.43,-56.71,127.35,59.52,1
116.82,-509.34,-312.99,2.46,1.42,5.16,-39.96,135.64,52.97,1
121.4,-304.81,-161.01,2.32,-0.01,4.77,-31.21,141.72,49.93,1
168.64,-158.94,-11.05,1.84,0.04,4.24,-31.51,150.99,45.32,1
229.13,-39.43,163.09,0.88,1.26,3.84,-35.48,164.38,35.88,1
232.91,-4.7,275.39,-0.03,2.38,3.77,-37.88,-179.99,22.43,1
201.42,-8.91,320.19,-0.46,2.68,3.74,-36.33,-164.68,7.29,1
167.72,-29.17,322.63,-0.81,2.51,3.6,-30.69,-152.2,-5.21,1
145.69,-87.16,292.42,-1.2,2.31,3.46,-21.7,-143.09,-13.18,1
142.46,-141.91,255.43,-1.41,2.21,3.29,-10.64,-136.25,-16.59,1
147.95,-191.47,223.51,-1.39,2.14,3.18,1.54,-129.85,-16.35,1
156.92,-242.61,189.45,-1.16,2.05,3.15,13.9,-122.2,-12.19,1
168.15,-278.56,159.3,-0.93,1.95,3.16,25.15,-111.25,-3.51,1
183.41,-299.87,131.23,-0.63,1.87,3.11,33.77,-95.94,9.42,1
195.13,-294.31,122.01,-0.56,1.74,3.08,38.82,-76.9,25.51,1
199.1,-276.43,132.81,-0.56,1.74,2.94,40.03,-56.17,43.06,1
190,-254.27,148.74,-0.65,1.76,2.94,37.75,-36.63,59.55,1
177.8,-227.36,165.04,-0.64,1.72,2.96,32.86,-20.13,73.38,1
158.94,-205.93,174.38,-0.62,1.65,2.97,26.35,-7.17,84.4,1
140.08,-185.18,180.97,-0.67,1.49,3,19.08,2.56,93.03,1
120.85,-166.44,179.08,-0.7,1.36,2.94,11.61,9.72,99.8,1
104,-162.23,169.56,-0.78,1.19,2.86,3.91,14.64,104.73,1
90.82,-176.51,149.05,-0.88,0.88,2.77,-4.23,18.25,108.14,1
85.82,-186.77,140.56,-0.85,0.75,2.77,-12.6,21.05,110.66,1
79.77,-195.13,131.77,-0.53,0.59,2.79,-20.83,23.26,112.74,1
81.79,-186.77,130.37,-0.37,0.48,2.8,-28.5,25.03,114.95,1
86.36,-160.58,138.12,-0.31,0.23,2.87,-35.16,26.03,118.38,1
96.01,-130.43,151.67,-0.27,0.05,2.87,-40.88,26.05,123.57,1
105.47,-96.44,171.2,-0.34,0.11,2.9,-45.42,24.47,131.14,1
108.22,-66.35,188.72,-0.47,0.28,2.96,-48.67,21.01,141.04,1
97.66,-38.27,204.1,-0.58,0.45,2.96,-50.43,15.19,153.1,1
73.49,-18.92,215.94,-0.72,0.65,2.92,-50.28,6.8,166.65,1
27.89,-1.28,222.35,-0.88,0.76,2.9,-48.61,-2.16,-180.5,1
-10.8,2.32,213.81,-1.04,0.79,2.78,-45.6,-10.94,-169.2,1
-46.57,-5.8,198.85,-1.26,0.68,2.47,-42.42,-19.35,-160.12,1
-83.92,-34.91,165.41,-1.3,0.53,2.27,-39.56,-27.18,-152.59,1
-102.11,-61.16,140.26,-1.28,0.36,2.1,-37.89,-34.67,-146.17,1
-111.76,-92.83,110.78,-1.15,0.18,2.01,-36.71,-41.8,-140.11,1
-108.28,-106.93,92.22,-0.96,0.08,1.91,-35.46,-48.43,-134.29,1
-96.92,-114.69,74.16,-0.78,0.01,1.87,-34.73,-53.87,-129,1
-85.88,-116.76,63.11,-0.63,-0.04,1.86,-33.97,-58.46,-124.02,1
-67.57,-110.6,49.99,-0.54,-0.13,1.86,-33.23,-61.44,-119.93,1
-39.79,-92.59,40.65,-0.44,-0.2,1.85,-32.48,-63.1,-116.52,1
-18.86,-77.76,36.44,-0.39,-0.18,1.84,-31.62,-63.5,-113.78,1
2.69,-66.47,33.08,-0.36,-0.17,1.82,-30.57,-62.63,-111.65,1
21,-61.34,28.63,-0.36,-0.11,1.81,-29.98,-60.65,-109.74,1
51.82,-62.74,16.11,-0.23,0.23,1.79,-30.06,-57.2,-108.22,1
60.79,-66.47,10.86,-0.15,0.45,1.82,-30.82,-53.78,-106.59,1
53.28,-72.27,7.69,-0.08,0.69,1.85,-32.04,-51.1,-105.01,1
23.5,-75.68,4.7,0.03,0.9,1.83,-33.55,-49.49,-103.5,1
-8.24,-71.9,5.8,0.14,0.99,1.8,-35.16,-49.13,-102.24,1
-41.81,-71.35,2.44,0.25,0.98,1.72,-36.94,-50.09,-101.07,1
-69.95,-68.48,-0.37,0.32,0.91,1.64,-38.65,-52,-100.19,1
-89.9,-67.32,-8.36,0.38,0.81,1.52,-40.83,-54.67,-99.56,1
-106.08,-64.39,-14.1,0.52,0.62,1.36,-43.15,-57.68,-99.07,1
-221.19,-144.71,-55.3,0.21,2.13,1.26,11.33,53.23,-79.97,2
-239.81,-144.78,-54.08,0.26,2.18,1.32,8.4,42.4,-85.8,2
-257.93,-145.57,-57.25,0.33,2.2,1.38,4.57,31.7,-90.99,2
-277.34,-142.4,-57.37,0.37,2.16,1.45,0.05,21.14,-95.43,2
-295.59,-141.85,-55.3,0.4,2.16,1.53,-5.09,10.56,-98.96,2
-310.06,-134.46,-46.02,0.49,2.23,1.59,-10.47,-0.14,-101.28,2
-323.18,-130.19,-37.84,0.55,2.26,1.64,-15.84,-11.44,-102.26,2
-336.98,-125.61,-24.48,0.58,2.27,1.68,-21,-23.3,-101.9,2
-353.45,-127.26,-7.39,0.61,2.33,1.71,-25.77,-36.24,-100.06,2
-368.96,-129.58,5.13,0.69,2.46,1.78,-29.88,-50.72,-96.73,2
-389.53,-132.75,16.42,0.87,2.57,1.83,-32.96,-67.14,-91.98,2
-413.33,-135.13,28.32,1.1,2.67,1.95,-34.25,-85.46,-86.34,2
-437.74,-132.2,43.4,1.22,2.74,2.06,-33.52,-105.05,-81.01,2
-466.55,-123.54,56.27,1.32,2.9,2.06,-31.14,-125.56,-77.17,2
-505.92,-118.59,63.29,1.37,3.06,2.05,-27.82,-147.1,-75.3,2
-544.74,-112.79,65.73,1.43,3.01,2,-24.35,-169.72,-75.56,2
-584.11,-113.83,70.5,1.49,2.76,1.98,-21.37,166.36,-77.94,2
-609.62,-109.99,81.05,1.33,2.56,1.9,-19.63,141.48,-82.14,2
-651.61,-119.75,94.42,1.13,2.42,1.81,-20.25,115.47,-87.83,2
-683.65,-133.85,115.48,1.08,2.33,1.71,-24.08,88.85,-93.88,2
-717.59,-158.14,139.59,1.08,2.12,1.65,-31.17,61.58,-98.74,2
-734.99,-180.24,152.28,1.12,1.92,1.7,-40.4,32.64,-100.04,2
-770.94,-210.82,175.96,1.18,1.76,1.8,-49.97,-1.92,-94.03,2
-805.6,-227.84,206.3,1.27,1.58,1.88,-54.77,-46.19,-77.33,2
-837.04,-238.1,237.06,1.35,1.43,1.97,-50.09,-92.06,-59.82,2
-861.94,-237.49,261.29,1.45,1.23,2.17,-39.04,-128.87,-54.22,2
-886.96,-219.91,286.13,1.58,1.27,2.26,-27.94,-160.41,-59.28,2
-909.12,-206.24,302,1.55,1.51,2.13,-21.18,168.17,-70.63,2
-939.09,-192.26,309.69,1.39,1.7,1.83,-21.75,135.08,-84.44,2
-976.26,-187.26,318.36,1.26,1.52,1.66,-29.85,100.7,-96.64,2
-1013.67,-202.33,330.57,1.15,1.41,1.56,-43.44,63.9,-103.04,2
-1098.57,-307.74,401.49,1.3,1.97,1.76,-62.2,15.41,-96.48,2
-1144.47,-348.75,424.07,1.4,2.31,1.78,-67.15,-68.19,-52.48,2
-1174.19,-351.56,424.13,1.41,2.54,1.77,-51.52,-129.56,-33.12,2
-1207.46,-348.69,414.43,1.26,2.83,1.61,-34.69,-170.59,-40.67,2
-1228.52,-353.45,402.95,0.92,3.11,1.31,-25,150.2,-58.12,2
-1251.53,-370.79,374.27,0.48,3.43,0.88,-25.71,109.79,-78.26,2
-1265.44,-416.38,326.54,0.17,3.61,0.48,-35.95,70.76,-96.92,2
-1288.15,-510.19,268.37,-0.22,3.91,-0.09,-54.22,33.94,-112.44,2
-1304.14,-628.54,203.43,-0.4,4.21,-0.67,-79.01,-16.82,-109.62,2
-1323.12,-759.34,138.98,-0.39,4.58,-1.07,-68.12,-176.25,2.48,2
-1348.63,-844.06,107.54,-0.14,4.45,-1.08,-37.27,145.71,-13.19,2
-1340.7,-925.48,78.49,0.05,4.27,-0.72,-17.79,109.22,-43.75,2
-1330.75,-961.91,82.46,0.24,5.09,-0.08,-20.42,71.03,-79.4,2
-1315.98,-933.72,113.95,0.57,5.19,0.48,-43.05,37.24,-106.87,2
-1287.05,-822.27,171.08,0.69,5.24,1.37,-70.98,-7.82,-109.38,2
-1243.84,-651.49,238.1,0.46,5.86,2.06,-72.38,-126.48,-33.75,2
-1203.55,-462.59,292.18,0.03,7,2.36,-55.69,-170.76,-34.99,2
-1186.83,-331.6,308.72,-0.38,7.94,2.06,-47.28,156.89,-52.18,2
-1181.34,-149.72,288.33,-0.68,7.94,1.05,-50.07,120.29,-65.06,2
-1195.68,10.68,207.03,-1.11,7.94,-1.09,-54.42,73.47,-63.45,2
-1197.57,103.58,31.43,-1.58,7.94,-3.39,-49.42,27.98,-62.55,2
-1217.22,128.17,-229.68,-1.31,7.94,-6.27,-43.1,-3.7,-80.41,2
-1211.79,80.44,-539.98,-1.13,7.94,-7.75,-47.93,-22.85,-115.5,2
432.98,270.51,1.16,0.1,6.37,2.71,-39.75,1.79,-122.11,2
472.96,178.53,-59.33,0.15,6.11,3.13,-32.45,23.64,-125.29,2
457.46,118.35,-90.76,0.43,5.6,3.46,-25.97,43.07,-126.7,2
424.99,84.17,-98.45,0.73,5.18,3.62,-20.35,59.84,-126.74,2
388.24,61.04,-92.9,0.97,4.71,3.68,-16,73.82,-126.07,2
347.47,39.49,-81.36,1.24,4.32,3.56,-12.76,86.12,-124.81,2
322.75,33.26,-67.87,1.39,4.03,3.38,-10.57,97.14,-123.14,2
303.41,35.1,-50.42,1.55,3.9,3.2,-10.13,106.67,-120.68,2
281.07,53.28,-26.49,1.7,3.66,2.92,-11.31,115.08,-117.65,2
258.54,89.36,6.29,1.68,3.38,2.67,-14.41,122.63,-114.05,2
251.28,121.28,35.46,1.6,3.12,2.35,-19.59,129.67,-110.31,2
256.59,145.39,62.99,1.5,2.94,2.11,-26.55,136.87,-106.98,2
273.32,160.83,88.13,1.4,2.68,1.89,-34.56,145.15,-104.69,2
302.92,154.6,102.42,1.28,2.39,1.73,-42.6,155.71,-104.21,2
341.98,134.16,108.7,1.03,2.2,1.52,-49.08,170.52,-106.43,2
393.62,85.51,105.53,0.76,2.4,1.32,-51.79,-171.17,-110.01,2
433.65,11.23,85.69,0.72,2.48,1.27,-52.22,-152.32,-113.12,2
438.35,-28.14,79.41,0.77,2.52,1.23,-51.08,-134.55,-114.42,2
432.68,-56.52,74.65,0.91,2.53,1.32,-49.35,-118.32,-113.95,2
411.07,-64.64,78.06,1.16,2.6,1.52,-47.6,-103.3,-112.75,2
369.26,-49.93,86.61,1.45,2.55,1.69,-45.82,-88.96,-112.35,2
324.58,-13.12,98.57,1.68,2.2,1.81,-43.22,-75.06,-114.19,2
265.93,49.44,117.61,1.65,1.92,1.76,-38.84,-62.19,-117.48,2
218.81,112.24,136.9,1.46,1.59,1.62,-32.15,-50.8,-120.84,2
186.77,165.59,154.6,1.28,1.33,1.39,-23.85,-41.08,-122.84,2
172.73,195.31,166.63,1.14,1.17,1.2,-14.46,-32.48,-123.13,2
169.01,216.25,174.13,1,1.05,1.04,-4.54,-24.19,-121.75,2
171.57,230.22,174.99,0.85,0.99,0.86,5.28,-15.43,-118.58,2
172,230.83,174.32,0.72,1.08,0.73,14.41,-5.83,-113.38,2
167.18,222.96,166.14,0.58,1.12,0.6,22.09,4.83,-106.26,2
158.45,212.22,156.31,0.48,1.16,0.51,27.86,16.51,-97.47,2
151.92,194.03,138.61,0.43,1.07,0.43,31.23,28.7,-87.91,2
145.26,171.57,121.4,0.4,1.04,0.38,32.3,40.24,-78.88,2
131.59,140.93,98.82,0.41,1.05,0.3,31.7,50.58,-70.81,2
117.8,117.92,81.3,0.44,1.02,0.29,29.96,58.81,-64.52,2
96.98,96.86,64.7,0.55,0.95,0.34,27.52,65.26,-59.3,2
79.22,90.33,57.8,0.67,0.94,0.37,24.74,70.35,-54.62,2
61.34,92.47,51.82,0.79,0.88,0.34,21.83,74.31,-50.08,2
46.02,100.4,47.61,0.82,0.79,0.32,18.93,77.47,-45.42,2
32.59,112.92,43.82,0.79,0.71,0.25,16.02,79.88,-40.37,2
20.14,123.29,40.16,0.74,0.65,0.2,13.22,81.83,-34.92,2
10.86,134.22,33.81,0.66,0.59,0.11,10.73,83.31,-29.28,2
4.27,137.7,23.19,0.59,0.53,0.05,8.59,84.45,-23.68,2
0.85,137.57,9.28,0.57,0.51,-0.02,6.95,85.4,-18.2,2
-2.44,132.45,-4.7,0.58,0.51,-0.03,5.82,86.08,-12.98,2
-5.98,125.18,-20.81,0.62,0.54,-0.04,5.23,86.44,-8.09,2
-12.27,124.94,-30.4,0.66,0.54,-0.03,4.97,86.5,-3.24,2
-20.94,125.92,-38.39,0.77,0.54,-0.05,4.88,86.17,1.8,2
-29.05,130.07,-46.57,0.9,0.51,-0.05,5.01,85.55,7.2,2
-36.56,143.74,-51.94,1.02,0.44,-0.07,5.36,84.82,13.03,2
-45.72,182.68,-53.04,1.19,0.3,-0.27,5.92,84.26,20.59,2
-50.54,190.25,-59.2,1.17,0.32,-0.38,6.98,83.84,28.32,2
-51.76,196.53,-62.13,1.1,0.28,-0.45,8.3,83.67,35.91,2
-54.93,190.98,-64.51,1.04,0.22,-0.59,9.84,83.8,43.13,2
-54.99,172,-68.48,1.02,0.19,-0.64,11.46,83.94,49.2,2
-54.69,140.01,-70.43,1.1,0.19,-0.65,12.76,83.97,54.57,2
-55.42,111.63,-73.55,1.24,0.21,-0.59,14.04,83.56,58.64,2
-59.14,98.75,-64.94,1.42,0.25,-0.48,14.73,82.7,62.32,2
-60.97,95.52,-55.6,1.71,0.19,-0.33,15.24,81.59,66.14,2
-63.29,109.8,-48.58,1.89,0.1,-0.29,15.5,80.67,70.9,2
-59.08,139.1,-37.72,1.99,0.01,-0.26,15.71,80.27,76.77,2
-50.9,167.24,-33.02,2,-0.05,-0.3,15.89,81.03,84.44,2
-31.19,210.69,-23.25,1.93,-0.1,-0.35,15.86,82.8,93.46,2
-15.5,234.86,-21.36,1.83,-0.12,-0.37,15.48,85.57,103.6,2
-1.89,253.54,-21.73,1.71,-0.1,-0.42,14.77,89.04,114.31,2
11.54,263.43,-25.7,1.6,-0.08,-0.47,13.57,93.04,125.39,2
24.48,268.49,-29.6,1.47,-0.04,-0.5,11.7,97.32,136.46,2
35.16,256.35,-41.26,1.39,0.01,-0.5,9.78,101.68,146.76,2
48.16,228.82,-55.91,1.37,0.08,-0.41,7.71,105.57,156.07,2
46.2,208.19,-57.07,1.5,0.07,-0.28,5.15,108.37,164.3,2
29.79,198,-38.64,1.68,0.13,-0.14,1.49,109.81,-187.88,2
9.09,204.47,-10.86,1.85,0.18,-0.01,-3.61,109.7,-180.03,2
-11.17,213.07,12.94,1.92,0.19,0.02,-9.43,107.98,-171.92,2
-26.92,230.22,31.25,1.89,0.18,0.02,-15.61,104.72,-163.08,2
-35.77,242.49,41.08,1.82,0.13,0.01,-21.5,100.05,-153.3,2
-38.39,245.3,42.3,1.71,0.13,0,-26.49,94.17,-142.7,2
-34.85,247.56,41.63,1.63,0.13,0,-30.05,87.66,-131.74,2
-26.12,240.05,33.57,1.54,0.17,0,-32.17,80.96,-120.44,2
-13.18,233.76,26.25,1.51,0.17,0.02,-32.79,74.9,-109.68,2
1.22,215.27,11.66,1.5,0.22,0.11,-32.16,69.6,-99.79,2
8.73,211.43,5.49,1.62,0.26,0.28,-30.63,64.83,-90.38,2
11.78,222.35,5.31,1.83,0.3,0.43,-28.22,60.22,-80.6,2
11.29,243.65,4.03,1.94,0.36,0.47,-24.66,56.03,-70.85,2
8.36,271.06,1.83,1.92,0.41,0.47,-19.83,52.33,-60.75,2
5.49,302,3.23,1.76,0.38,0.44,-13.92,49.39,-50.66,2
2.01,317.14,-2.81,1.55,0.33,0.41,-7.21,47.5,-40.68,2
-1.16,329.65,-3.54,1.31,0.33,0.36,-0.16,46.74,-30.97,2
-3.91,329.53,-6.1,1.08,0.35,0.29,6.88,47.18,-21.6,2
-5.37,315.92,-14.16,0.92,0.32,0.27,13.51,48.65,-12.62,2
-6.59,288.27,-24.17,0.66,0.33,0.24,19.42,50.66,-4.56,2
-8.73,262.33,-29.48,0.59,0.34,0.27,24.49,53.12,3.06,2
-11.29,232.12,-42.66,0.55,0.31,0.28,28.74,54.52,8.36,2
-20.57,185.73,-63.48,0.62,0.36,0.39,32.8,55.48,12.98,2
-33.87,170.59,-72.27,0.67,0.34,0.43,36.76,56.02,17.25,2
-46.26,157.71,-78.12,0.69,0.32,0.47,40.54,56.1,21.39,2
-62.26,150.63,-76.35,0.71,0.29,0.51,44.18,55.5,25.29,2
-37.05,-40.53,-63.96,0.02,1.8,0.78,41.05,176.29,134.94,2
-60,-51.15,-57.19,0.07,1.81,0.77,43.97,172.32,135.62,2
-78.67,-62.07,-49.68,0.06,1.86,0.79,47.24,166.96,135.21,2
-92.53,-76.42,-42.05,0.01,1.96,0.83,51.39,159.92,133.47,2
-110.47,-102.05,-40.28,0.03,1.94,0.84,55.93,151.02,129.93,2
-119.69,-114.81,-39,0.04,1.96,0.87,60.29,139.37,123.62,2
-129.03,-132.2,-41.56,0.01,2,0.91,64.17,123.81,113.37,2
-137.63,-144.78,-42.42,0.02,2.03,0.96,66.86,103.05,97.89,2
-145.45,-155.7,-47.12,0.09,2.09,1.02,67.06,78.71,78.68,2
-161.01,-164,-47.61,0.15,2.17,1.11,64.19,56.12,61.41,2
-181.58,-169.86,-47.24,0.21,2.25,1.17,58.94,38.04,49.28,2
-204.59,-169.01,-46.88,0.26,2.29,1.23,52.47,24.28,42.24,2
-228.64,-165.95,-43.52,0.37,2.34,1.31,45.39,12.9,38.57,2
-250.67,-153.87,-38.45,0.49,2.35,1.37,38.34,2.79,37.14,2
-271.55,-140.32,-32.84,0.58,2.43,1.46,31.87,-6.68,37.36,2
-284.3,-133.24,-31.31,0.65,2.48,1.52,25.94,-15.92,38.62,2
-302.06,-122.99,-28.75,0.65,2.51,1.59,20.51,-25.56,40.45,2
-319.58,-113.95,-22.77,0.62,2.52,1.59,15.92,-35.63,42.93,2
-335.02,-105.04,-15.38,0.62,2.57,1.6,12.02,-46.29,46,2
-346.13,-106.14,-14.4,0.61,2.73,1.66,8.9,-57.54,49.42,2
-364.56,-103.09,-14.95,0.67,2.97,1.7,6.4,-69.86,53.11,2
-718.69,-213.07,71.59,1.07,2.27,1.94,7.68,-95.83,63.44,2
-752.38,-264.53,85.02,1.2,2.13,2.07,13.93,-122.64,72.63,2
-778.08,-279.54,108.09,1.26,2.09,2.2,24.66,-151.49,77.22,2
-808.96,-295.47,129.27,1.32,2.05,2.25,37.03,173.58,73.22,2
-859.86,-301.21,171.39,1.39,1.96,2.35,43.49,127.87,56.88,2
-890.87,-301.94,192.32,1.41,1.96,2.44,37.57,79.56,38.64,2
-939.27,-296.63,224.24,1.44,2.07,2.35,22.57,38.82,32.81,2
-988.16,-284.06,249.88,1.49,2.21,2.21,7.8,1.97,38.9,2
-1041.32,-277.4,264.65,1.49,2.24,1.92,-0.06,-36.42,52.22,2
-1096.8,-277.89,284.18,1.26,2.2,1.61,2.55,-76.72,67.23,2
-1140.75,-302,301.33,1.04,2.09,1.43,14.75,-117.68,77.71,2
-1171.88,-345.58,320.56,0.81,1.95,1.19,32.56,-162.71,77.12,2
-1199.95,-411.07,338.5,0.79,2,1,44.36,137.88,56.74,2
-1212.95,-466.49,343.75,0.95,2.01,0.85,35.22,72.65,29.21,2
-1243.71,-628.17,367.98,1.27,2.16,0.82,7.92,22.58,21.38,2
-1253.11,-685.42,383.48,1.31,2.31,0.83,-18.54,-24.83,36.71,2
-1250.67,-729.8,398.56,1.17,2.65,0.79,-23.7,-82.61,69.41,2
-1257.51,-758.91,416.5,1.03,2.94,0.68,-1.67,-134.54,91.93,2
-1252.69,-785.34,425.9,1.03,3.07,0.67,29.42,176.2,87.82,2
-1242.92,-782.9,439.88,0.85,3.43,0.54,40.91,105.68,50.61,2
-1232.67,-792.24,435.3,0.41,4.05,0.26,17.06,45.53,24.12,2
-1226.01,-817.99,417.36,0.05,4.21,-0.11,-16.2,0.75,26.6,2
-1195.01,-855.53,390.99,-0.18,4.55,0.3,-39.6,-55.3,55.88,2
-1136.78,-884.77,353.94,0.04,5.53,0.83,-29.02,-120.06,94.8,2
-1130.25,-832.46,351.2,0.16,6.04,1.5,0.37,-165.7,102,2
-1137.57,-684.33,375.73,-0.16,6.78,1.91,19.53,146.03,84.4,2
-1142.03,-490.66,380.74,-0.68,7.94,1.77,15.17,94.26,63.78,2
-1155.88,-359.01,331.3,-1.23,7.94,0.98,2.07,47.98,56.99,2
-1192.87,-253.72,235.11,-1.63,7.94,-0.54,-8.24,3.7,59.5,2
-1228.03,-193.91,78.98,-1.98,7.94,-2.36,-14.17,-41.97,62.05,2
-1277.16,-170.84,-107.12,-2.02,7.94,-4.38,-22.51,-91.03,65.11,2
-1302.25,-163.09,-536.01,-0.77,7.94,-7.97,-40.35,-151.57,86.87,2
-1198.24,-170.96,-798.1,-0.3,7.94,-8,-30.22,140.73,124.55,2
-1050.72,-104.61,-930.54,0.62,7.94,-8,2.24,98.6,140.33,2
-840.94,86.91,-1017.03,1.78,7.94,-8,41.08,71.83,144.07,2
-567.75,357.73,-1092.41,2.54,7.94,-7.75,87.35,101,-174.07,2
-85.45,657.47,-1242.19,2.7,7.94,-7.15,35.79,-119.28,-40.69,2
311.22,766.36,-1412.66,2.7,7.94,-5.96,-23.63,-104.14,-47.69,2
685.49,773.32,-1613.16,3.51,7.94,-3.51,-67.09,-7.13,-128.85,2
986.21,724.43,-1811.71,5.18,7.94,-0.37,-9.27,71.62,-180.21,2
1193.85,672.79,-1962.83,5.96,7.94,2.07,50.04,134.03,-144.05,2
1415.83,687.81,-2000,7.28,7.94,6.12,17.73,-124.66,-70.84,2
1572.94,737.43,-2000,7.94,7.94,7.94,-45.47,-58.54,-92.26,2
1738.71,792.6,-2000,7.94,7.94,7.94,-19.43,52.3,-167.57,2
1875,1035.03,-2000,7.94,7.94,7.94,40.98,126.48,-134.91,2
1952.82,1638,-1701.29,7.94,7.94,7.94,-10.7,-149.1,-83.77,2
1984.31,1984.31,-919.13,7.94,7.94,7.94,-44.72,-46.7,-146.91,2
1984.31,1984.31,-275.94,7.94,7.94,2.17,13.14,25.74,-155.92,2
1984.31,1984.31,557.74,7.94,7.94,-8,6.63,108.88,-90.51,2
1737.06,1984.31,1687.56,7.94,7.94,-8,-72.12,170.92,-94.77,2
1283.81,1984.31,1773.93,-8,7.94,-8,-25.49,-37.47,144.91,2
686.16,605.53,1204.35,-8,7.94,-2.72,0.15,-23.49,-180.95,2
323.3,-781.98,1152.89,7.12,7.94,7.94,-33.92,-32.78,-120.03,2
232.73,-1104.31,939.03,4.86,7.94,7.94,-37.59,-56.34,-63.27,2
202.82,-712.71,559.94,-4.89,7.94,6.58,-31.85,-71.87,-25.04,2
-11.05,-778.08,429.81,-8,7.94,1.62,-19.32,-91.8,14.62,2
-135.56,-1162.84,417.54,-7.8,7.94,-1.72,4.33,-104.77,61.31,2
-139.04,-1593.02,273.62,-1.36,7.94,-2.17,20.11,-94.83,124.29,2
-74.28,-1796.57,2.44,2.59,7.94,-0.56,11.59,-76.57,-169.03,2
-24.66,-1705.51,-185.24,3.33,7.94,0.25,-12.1,-77.1,-112.97,2
-15.69,-1525.02,-294.92,3.03,7.94,0.64,-28.78,-98.6,-56.26,2
26,-1153.93,-434.02,3.6,7.94,1.12,-34.52,-123.18,-5.39,2
172.49,-829.77,-510.68,4.76,7.48,2.41,-33,-138.57,36.53,2
331.6,-485.41,-498.05,6.22,6.8,3.6,-41.13,-137.16,62.18,2
492.31,-111.69,-478.82,6.62,6.48,4.11,-59.62,-123.6,74.08,2
623.84,221.19,-420.47,5.99,6.14,3.95,-78.23,-67.43,42.05,2
695.07,440,-306.21,4.93,6.24,3.48,-63.8,18.62,-18.5,2
696.29,511.35,-187.19,3.61,6.62,2.8,-42.91,41.4,-12.79,2
632.63,439.39,-113.28,2.07,6.96,2.34,-29.25,59.45,-1.97,2
530.09,263,-72.51,0.99,6.81,2.25,-23.25,76.37,4.78,2
431.7,44.19,-63.84,0.83,6.5,2.35,-20.02,92.61,3.51,2
358.46,-150.27,-82.52,1.21,5.95,2.66,-14.72,107.49,-3.73,2
